50138.000000,0.002000,780,52920.000000 
49923.000000,0.002000,780,52531.000000 
48300.000000,0.001000,780,51279.000000 
46967.000000,0.002000,780,49905.000000 
48295.000000,0.002000,780,51501.000000 
48675.000000,0.001000,780,51599.000000 
48819.000000,0.002000,780,51430.000000 
46785.000000,0.002000,780,49269.000000 
47854.000000,0.001000,780,51044.000000 
48893.000000,0.002000,780,51703.000000 
46265.000000,0.002000,780,48440.000000 
48241.000000,0.002000,780,50543.000000 
47077.000000,0.002000,780,50078.000000 
53822.000000,0.002000,800,58225.000000 
50045.000000,0.002000,800,53848.000000 
49126.000000,0.002000,800,52118.000000 
47798.000000,0.002000,800,51402.000000 
49458.000000,0.002000,800,52538.000000 
49145.000000,0.002000,800,52845.000000 
51717.000000,0.002000,800,55592.000000 
45717.000000,0.002000,800,47963.000000 
49678.000000,0.002000,800,52606.000000 
49554.000000,0.002000,800,53026.000000 
47297.000000,0.001000,800,50389.000000 
50045.000000,0.002000,800,53252.000000 
50012.000000,0.002000,800,52791.000000 
49695.000000,0.002000,800,53109.000000 
48770.000000,0.002000,800,52223.000000 
48355.000000,0.002000,820,52026.000000 
48829.000000,0.002000,820,52330.000000 
51533.000000,0.001000,820,56197.000000 
47948.000000,0.002000,820,51748.000000 
52406.000000,0.002000,820,56349.000000 
49913.000000,0.002000,820,53565.000000 
49354.000000,0.002000,820,52861.000000 
50241.000000,0.001000,820,53871.000000 
51914.000000,0.001000,820,56901.000000 
47919.000000,0.002000,820,51388.000000 
51540.000000,0.002000,820,55791.000000 
47205.000000,0.002000,820,50204.000000 
50795.000000,0.002000,820,55077.000000 
51736.000000,0.002000,820,56423.000000 
47928.000000,0.002000,820,51162.000000 
47394.000000,0.002000,820,51678.000000 
49119.000000,0.002000,820,52959.000000 
47244.000000,0.002000,840,50804.000000 
51667.000000,0.002000,840,56679.000000 
53304.000000,0.002000,840,58607.000000 
49303.000000,0.003000,840,53418.000000 
49316.000000,0.002000,840,53371.000000 
50932.000000,0.002000,840,55182.000000 
49953.000000,0.002000,840,53854.000000 
50882.000000,0.001000,840,55955.000000 
49883.000000,0.002000,840,53689.000000 
50850.000000,0.002000,840,55597.000000 
52098.000000,0.002000,840,56244.000000 
48998.000000,0.003000,840,52553.000000 
50735.000000,0.002000,840,54722.000000 
51224.000000,0.002000,840,55190.000000 
52108.000000,0.002000,840,56985.000000 
50429.000000,0.002000,840,54756.000000 
50246.000000,0.002000,860,55083.000000 
51976.000000,0.002000,860,58129.000000 
50733.000000,0.002000,860,56108.000000 
49633.000000,0.002000,860,54498.000000 
54171.000000,0.002000,860,59494.000000 
51339.000000,0.002000,860,56689.000000 
52937.000000,0.002000,860,58792.000000 
49270.000000,0.002000,860,54137.000000 
55056.000000,0.002000,860,60692.000000 
50433.000000,0.002000,860,54626.000000 
52105.000000,0.002000,860,57195.000000 
50281.000000,0.002000,860,54955.000000 
49560.000000,0.002000,860,53989.000000 
51903.000000,0.003000,860,56991.000000 
51165.000000,0.002000,860,55549.000000 
50467.000000,0.002000,860,54746.000000 
50151.000000,0.002000,860,54527.000000 
50708.000000,0.002000,880,55883.000000 
53507.000000,0.002000,880,59359.000000 
51195.000000,0.002000,880,57112.000000 
51643.000000,0.002000,880,57003.000000 
52698.000000,0.002000,880,59159.000000 
50848.000000,0.002000,880,56184.000000 
49935.000000,0.002000,880,55252.000000 
49233.000000,0.002000,880,54403.000000 
49309.000000,0.002000,880,54104.000000 
53217.000000,0.002000,880,59538.000000 
50192.000000,0.002000,880,55978.000000 
51613.000000,0.002000,880,56463.000000 
51386.000000,0.002000,880,57113.000000 
