0,3.774,1.2426,0.92589389,0.28391477,0.9939
1,3.771,1.2807,0.98568097,0.33088477,0.9938
2,3.786,1.3116,0.98166993,0.31386705,0.9936
3,3.749,1.2858,0.94562362,0.29201394,0.9938
4,3.759,1.29,0.8729285,0.30533221,0.994
5,3.777,1.2315,0.89415952,0.30520854,0.9939
6,3.786,1.2027,0.98830548,0.30698647,0.9938
7,3.798,1.272,0.92052437,0.30514791,0.9938
8,3.741,1.3401,0.97968223,0.32486688,0.9938
9,3.758,1.2585,0.93018199,0.29515801,0.9939
10,3.759,1.2912,0.911791,0.32001285,0.9939
11,3.747,1.3209,0.94207424,0.34594648,0.9937
12,3.762,1.2801,0.89795853,0.28379183,0.9939
13,3.762,1.2762,0.96863158,0.31874172,0.9938
14,3.756,1.2996,0.98124865,0.3356566,0.9937
15,3.801,1.2678,0.91107673,0.29244446,0.9938
16,3.801,1.2867,0.90885908,0.31040215,0.9938
17,3.787,1.2312,0.86700105,0.29984875,0.994
18,3.798,1.2897,0.94142666,0.29885509,0.9938
19,3.774,1.2369,0.9534321,0.3236851,0.9939
20,3.774,1.2387,0.94859719,0.30344324,0.9939

