46132.000000,4.853000,780,52920.000000 
45859.000000,4.694000,780,52531.000000 
44150.000000,4.736000,780,51279.000000 
43381.000000,4.483000,780,49905.000000 
44285.000000,4.536000,780,51501.000000 
44672.000000,5.153000,780,51599.000000 
45018.000000,4.455000,780,51430.000000 
42985.000000,4.316000,780,49269.000000 
43569.000000,4.657000,780,51044.000000 
44777.000000,4.553000,780,51703.000000 
42482.000000,4.283000,780,48440.000000 
44420.000000,4.514000,780,50543.000000 
43059.000000,4.399000,780,50078.000000 
49084.000000,5.097000,800,58225.000000 
45918.000000,4.751000,800,53848.000000 
45238.000000,4.906000,800,52118.000000 
43525.000000,4.674000,800,51402.000000 
45371.000000,5.304000,800,52538.000000 
44558.000000,4.823000,800,52845.000000 
47286.000000,5.065000,800,55592.000000 
42422.000000,4.276000,800,47963.000000 
45724.000000,4.667000,800,52606.000000 
45071.000000,4.794000,800,53026.000000 
43450.000000,4.488000,800,50389.000000 
45886.000000,4.918000,800,53252.000000 
46144.000000,4.995000,800,52791.000000 
45378.000000,4.735000,800,53109.000000 
44715.000000,4.736000,800,52223.000000 
44042.000000,4.812000,820,52026.000000 
44927.000000,4.694000,820,52330.000000 
47140.000000,5.032000,820,56197.000000 
43685.000000,4.692000,820,51748.000000 
47905.000000,4.949000,820,56349.000000 
45649.000000,5.140000,820,53565.000000 
45083.000000,4.800000,820,52861.000000 
46015.000000,5.241000,820,53871.000000 
47132.000000,5.551000,820,56901.000000 
44054.000000,4.698000,820,51388.000000 
46923.000000,5.404000,820,55791.000000 
43291.000000,4.708000,820,50204.000000 
46215.000000,5.358000,820,55077.000000 
46972.000000,5.019000,820,56423.000000 
43964.000000,4.770000,820,51162.000000 
43235.000000,4.834000,820,51678.000000 
44777.000000,4.838000,820,52959.000000 
43419.000000,5.210000,840,50804.000000 
46848.000000,5.229000,840,56679.000000 
48321.000000,5.709000,840,58607.000000 
44818.000000,5.127000,840,53418.000000 
45190.000000,5.465000,840,53371.000000 
46597.000000,5.268000,840,55182.000000 
45659.000000,5.189000,840,53854.000000 
45986.000000,5.403000,840,55955.000000 
45796.000000,5.341000,840,53689.000000 
45925.000000,5.387000,840,55597.000000 
47529.000000,5.426000,840,56244.000000 
45002.000000,5.452000,840,52553.000000 
46453.000000,5.295000,840,54722.000000 
46730.000000,5.352000,840,55190.000000 
47324.000000,5.402000,840,56985.000000 
46051.000000,5.271000,840,54756.000000 
45760.000000,5.506000,860,55083.000000 
46825.000000,6.214000,860,58129.000000 
46104.000000,5.433000,860,56108.000000 
45032.000000,5.596000,860,54498.000000 
49450.000000,5.749000,860,59494.000000 
46366.000000,5.767000,860,56689.000000 
47835.000000,5.990000,860,58792.000000 
44721.000000,5.341000,860,54137.000000 
49831.000000,5.913000,860,60692.000000 
46179.000000,5.376000,860,54626.000000 
47431.000000,5.627000,860,57195.000000 
45868.000000,5.351000,860,54955.000000 
45335.000000,5.544000,860,53989.000000 
47182.000000,5.595000,860,56991.000000 
46479.000000,5.471000,860,55549.000000 
45982.000000,5.660000,860,54746.000000 
45479.000000,5.781000,860,54527.000000 
45875.000000,5.529000,880,55883.000000 
48157.000000,6.495000,880,59359.000000 
46534.000000,5.965000,880,57112.000000 
47075.000000,5.689000,880,57003.000000 
47220.000000,6.143000,880,59159.000000 
46154.000000,5.918000,880,56184.000000 
45292.000000,5.998000,880,55252.000000 
44455.000000,5.525000,880,54403.000000 
44745.000000,5.447000,880,54104.000000 
48294.000000,6.158000,880,59538.000000 
45388.000000,5.779000,880,55978.000000 
46743.000000,5.693000,880,56463.000000 
46414.000000,5.928000,880,57113.000000 
